Cruise,Station,Depth,Treatment,Bottle,Hours,Stationary_Sampling,Cells,Cells_sd,DOC,DOC_sd,Initial_BC,Stationary_BC
AT38,1,10,MixSD,H,720,-999,-999,-999,-999,-999,-999,-999
AT38,1,10,MixSD,H,912,-999,-999,-999,58.1,0.8,-999,-999
AT38,1,10,MixSD,H,1656,-999,-999,-999,56.8,0.1,-999,-999
AT38,1,10,SynExd,I,0,120,134998353,12137648,71.7,0.7,-999,-999
AT38,1,10,SynExd,I,24,120,165075707,12092777,-999,-999,-999,-999
AT38,1,10,SynExd,I,48,120,456989244,19661590,-999,-999,-999,-999
AT38,1,10,SynExd,I,95,120,-999,-999,-999,-999,-999,-999
AT38,1,10,SynExd,I,96,120,1015985017,86240804,-999,-999,-999,-999
AT38,1,10,SynExd,I,120,120,1388454567,108173651,69.6,0.7,-999,-999
AT38,1,10,SynExd,I,168,120,1661249167,125829617,-999,-999,-999,-999
AT38,1,10,SynExd,I,360,120,-999,-999,67,1.3,-999,-999
AT38,1,10,SynExd,I,720,120,-999,-999,-999,-999,-999,-999
AT38,1,10,SynExd,I,912,120,-999,-999,64.4,0.2,-999,-999
AT38,1,10,SynExd,I,1656,120,-999,-999,65.3,1.1,-999,-999
AT38,1,10,SynExd,J,0,120,135348090,10169796,71.4,0.1,-999,0.5
AT38,1,10,SynExd,J,24,120,167873600,14372811,-999,-999,-999,0.6
AT38,1,10,SynExd,J,48,120,130801513,9355410,-999,-999,-999,0.4
AT38,1,10,SynExd,J,96,120,867346933,54804478,-999,-999,-999,2.9
AT38,1,10,SynExd,J,120,120,1465396633,175605114,69.2,0.1,-999,4.9
AT38,1,10,SynExd,J,168,120,1682233367,133379700,-999,-999,-999,5.6
AT38,1,10,SynExd,J,171,120,-999,-999,-999,-999,-999,5.6
AT38,1,10,SynExd,J,360,120,-999,-999,66.3,0.5,-999,-999
AT38,1,10,SynExd,J,720,120,-999,-999,-999,-999,-999,-999
AT38,1,10,SynExd,J,912,120,-999,-999,63.6,0.3,-999,-999
AT38,1,10,SynExd,J,1656,120,-999,-999,63.2,0.6,-999,-999
AT38,1,10,SynLys,M,0,120,151785713,13002597,73.6,1.4,-999,0.5
AT38,1,10,SynLys,M,24,120,197601217,13007822,-999,-999,-999,0.7
AT38,1,10,SynLys,M,48,120,904652178,95217988,-999,-999,-999,3.2
AT38,1,10,SynLys,M,72,120,1077188933,100013545,-999,-999,-999,3.8
AT38,1,10,SynLys,M,81,120,-999,-999,-999,-999,-999,4.4
AT38,1,10,SynLys,M,96,120,1541172911,112866990,-999,-999,-999,5.4
AT38,1,10,SynLys,M,120,120,2521989963,172282561,68.6,0.8,-999,8.8
AT38,1,10,SynLys,M,168,120,1832620133,230932157,-999,-999,-999,6.4
AT38,1,10,SynLys,M,192,120,1566820267,88477156,-999,-999,-999,5.5
AT38,1,10,SynLys,M,360,120,-999,-999,65.9,0.5,-999,-999
AT38,1,10,SynLys,M,720,120,-999,-999,-999,-999,-999,-999
AT38,1,10,SynLys,M,912,120,-999,-999,65,0.4,-999,-999
AT38,1,10,SynLys,M,1656,120,-999,-999,63.7,1.4,-999,-999
AT38,1,10,SynLys,N,0,120,135348090,11779661,73.2,0.7,-999,-999
AT38,1,10,SynLys,N,24,120,180813857,11546608,-999,-999,-999,-999
AT38,1,10,SynLys,N,48,120,911064017,100437297,-999,-999,-999,-999
AT38,1,10,SynLys,N,72,120,1647648296,113220243,-999,-999,-999,-999
AT38,1,10,SynLys,N,81,120,-999,-999,-999,-999,-999,-999
AT38,1,10,SynLys,N,120,120,2506446111,363498551,69.8,0.1,-999,-999
AT38,1,10,SynLys,N,168,120,2014483200,221315740,-999,-999,-999,-999
AT38,1,10,SynLys,N,192,120,1360475633,99536800,-999,-999,-999,-999
AT38,1,10,SynLys,N,360,120,-999,-999,68.5,0.4,-999,-999
AT38,1,10,SynLys,N,720,120,-999,-999,-999,-999,-999,-999
AT38,1,10,SynLys,N,912,120,-999,-999,67.3,0.8,-999,-999
AT38,1,10,SynLys,N,1656,120,-999,-999,64.6,0.1,-999,-999
AT38,1,10,TWExd,K,0,120,138145983,13520136,73.9,0.3,-999,-999
AT38,1,10,TWExd,K,24,120,161578340,10530888,-999,-999,-999,-999
AT38,1,10,TWExd,K,48,120,403362956,33518542,-999,-999,-999,-999
AT38,1,10,TWExd,K,85,120,-999,-999,-999,-999,-999,-999
AT38,1,10,TWExd,K,96,120,586391811,39265536,-999,-999,-999,-999
AT38,1,10,TWExd,K,120,120,744939100,55624950,72.4,0.9,-999,-999
AT38,1,10,TWExd,K,168,120,646313360,74843283,-999,-999,-999,-999
AT38,1,10,TWExd,K,192,120,791803813,71393505,-999,-999,-999,-999
AT38,1,10,TWExd,K,216,120,709965433,44544731,-999,-999,-999,-999
AT38,1,10,TWExd,K,240,120,761026987,70781725,-999,-999,-999,-999
AT38,1,10,TWExd,K,360,120,-999,-999,70.4,0.2,-999,-999
AT38,1,10,TWExd,K,720,120,-999,-999,-999,-999,-999,-999
AT38,1,10,TWExd,K,912,120,-999,-999,66.3,0.1,-999,-999
AT38,1,10,TWExd,K,1656,120,-999,-999,66.3,0.4,-999,-999
AT38,1,10,TWExd,L,0,120,136747037,9676750,74.1,0.2,-999,1
AT38,1,10,TWExd,L,24,120,181513330,14602640,-999,-999,-999,1.3
AT38,1,10,TWExd,L,48,120,382378756,52366865,-999,-999,-999,2.7
AT38,1,10,TWExd,L,83,120,-999,-999,-999,-999,-999,3.8
AT38,1,10,TWExd,L,96,120,585226022,34670108,-999,-999,-999,4.2
AT38,1,10,TWExd,L,120,120,690147022,50006772,71.5,0.5,-999,4.9
AT38,1,10,TWExd,L,168,120,646313360,72781088,-999,-999,-999,4.6
AT38,1,10,TWExd,L,192,120,692478600,61599561,-999,-999,-999,5
AT38,1,10,TWExd,L,216,120,718708850,41586159,-999,-999,-999,5.2
AT38,1,10,TWExd,L,240,120,749835413,74668756,-999,-999,-999,5.4
AT38,1,10,TWExd,L,360,120,-999,-999,69.6,0.5,-999,-999
AT38,1,10,TWExd,L,720,120,-999,-999,-999,-999,-999,-999
AT38,1,10,TWExd,L,912,120,-999,-999,66.2,0.4,-999,-999
AT38,1,200,Control,E,0,240,141293613,15916327,54.5,0.5,0.7,0.4
AT38,1,200,Control,E,24,240,131151250,19314839,-999,-999,0.6,0.4
AT38,1,200,Control,E,48,240,88483377,8085231,-999,-999,0.4,0.3
AT38,1,200,Control,E,96,240,108418367,13694919,-999,-999,0.5,0.3
AT38,1,200,Control,E,168,240,232225147,21822372,53.5,0.7,1.1,0.7
AT38,1,200,Control,E,192,240,288183013,29455497,-999,-999,1.4,0.8
AT38,1,200,Control,E,216,240,507817640,64966979,-999,-999,2.5,1.4
AT38,1,200,Control,E,240,240,601547067,87984243,54.5,0.6,3,1.7
AT38,1,200,Control,E,390,240,-999,-999,-999,-999,3,1.7
AT38,1,200,Control,E,720,240,-999,-999,-999,-999,-999,-999
AT38,1,200,Control,E,912,240,-999,-999,52.5,0.9,-999,-999
AT38,1,200,Control,E,1656,240,-999,-999,53.4,0.1,-999,-999
AT38,1,200,Control,F,0,240,132550197,13028701,54.5,0.1,0.7,0.4
AT38,1,200,Control,F,24,240,115413100,19155866,-999,-999,0.6,0.3
AT38,1,200,Control,F,48,240,89182850,13520136,-999,-999,0.4,0.3
AT38,1,200,Control,F,96,240,127653883,20208876,-999,-999,0.6,0.4
AT38,1,200,Control,F,168,240,244815667,32973489,53.2,0.2,1.2,0.7
AT38,1,200,Control,F,192,240,293079327,30480419,-999,-999,1.4,0.8
AT38,1,200,Control,F,216,240,551184987,52839952,-999,-999,2.7,1.6
AT38,1,200,Control,F,240,240,609940747,94467752,52.9,0.6,3,1.7
AT38,1,200,Control,F,379,240,-999,-999,-999,-999,3,1.7
AT38,1,200,Control,F,720,240,-999,-999,-999,-999,-999,-999
AT38,1,200,Control,F,912,240,-999,-999,52.5,1,-999,-999
AT38,1,200,Control,F,1656,240,-999,-999,52.4,0.6,-999,-999
AT38,1,200,MixDS,C,0,-999,136397300,8566764,60.9,0.4,-999,-999
AT38,1,200,MixDS,C,24,-999,131850723,10169796,-999,-999,-999,-999
AT38,1,200,MixDS,C,48,-999,113314680,13615296,-999,-999,-999,-999
AT38,1,200,MixDS,C,96,-999,143741770,14225491,-999,-999,-999,-999
AT38,1,200,MixDS,C,144,-999,280488807,27871864,-999,-999,-999,-999
AT38,1,200,MixDS,C,168,-999,336621542,37380308,61.1,1,-999,-999
AT38,1,200,MixDS,C,216,-999,527402893,49810709,-999,-999,-999,-999
AT38,1,200,MixDS,C,240,-999,551184987,56422255,60.9,0.8,-999,-999
AT38,1,200,MixDS,C,299,-999,-999,-999,-999,-999,-999,-999
AT38,1,200,MixDS,C,720,-999,-999,-999,-999,-999,-999,-999
AT38,1,200,MixDS,C,912,-999,-999,-999,59.1,1.8,-999,-999
AT38,1,200,MixDS,C,1656,-999,-999,-999,57.9,1.4,-999,-999
AT38,1,200,MixDS,D,0,-999,136747037,10355198,61.9,0.9,-999,-999
AT38,1,200,MixDS,D,24,-999,137446510,19580395,-999,-999,-999,-999
AT38,1,200,MixDS,D,48,-999,117861257,16736279,-999,-999,-999,-999
AT38,1,200,MixDS,D,96,-999,143042297,16022707,-999,-999,-999,-999
AT38,1,200,MixDS,D,168,-999,328752467,17583714,62.1,0.1,-999,-999
AT38,1,200,MixDS,D,192,-999,372819287,49355707,-999,-999,-999,-999
AT38,1,200,MixDS,D,216,-999,531599733,46162885,-999,-999,-999,-999
AT38,1,200,MixDS,D,240,-999,594552333,64698658,62.2,0.3,-999,-999
AT38,1,200,MixDS,D,333,-999,-999,-999,-999,-999,-999,-999
AT38,1,200,MixDS,D,720,-999,-999,-999,-999,-999,-999,-999
AT38,1,200,MixDS,D,912,-999,-999,-999,59.5,0.7,-999,-999
AT38,1,200,MixDS,D,1656,-999,-999,-999,59.7,0.3,-999,-999
AT38,1,200,SynLys,O,0,120,140594140,14066971,60.2,0.9,0.7,0.6
AT38,1,200,SynLys,O,24,120,117161783,16090421,-999,-999,0.6,0.5
AT38,1,200,SynLys,O,48,120,713462800,115348316,-999,-999,3.5,3
AT38,1,200,SynLys,O,89,120,-999,-999,-999,-999,4.6,4
AT38,1,200,SynLys,O,96,120,982760033,104856214,-999,-999,4.8,4.2
AT38,1,200,SynLys,O,120,120,1184108429,93619305,58.5,0.1,5.8,5
AT38,1,200,SynLys,O,168,120,1273041467,167844813,-999,-999,6.3,5.4
AT38,1,200,SynLys,O,192,120,1220580967,127119109,-999,-999,6,5.2
AT38,1,200,SynLys,O,216,120,1079520511,56098018,-999,-999,5.3,4.6
AT38,1,200,SynLys,O,240,120,1045712633,150833441,-999,-999,5.1,4.4
AT38,1,200,SynLys,O,360,120,-999,-999,57.8,1,-999,-999
AT38,1,200,SynLys,O,720,120,-999,-999,-999,-999,-999,-999
AT38,1,200,SynLys,O,912,120,-999,-999,56.8,0.1,-999,-999
AT38,1,200,SynLys,O,1656,120,-999,-999,57.3,0.2,-999,-999
AT38,1,200,SynLys,P,0,120,131500987,13714752,60.3,0.7,0.6,-999
AT38,1,200,SynLys,P,24,120,118560730,15417531,-999,-999,0.6,-999
AT38,1,200,SynLys,P,48,120,879587717,114831685,-999,-999,4.3,-999
AT38,1,200,SynLys,P,86,120,-999,-999,-999,-999,4.7,-999
AT38,1,200,SynLys,P,96,120,965273200,67374126,-999,-999,4.7,-999
AT38,1,200,SynLys,P,120,120,1189104667,92875693,57.1,0.6,5.8,-999
AT38,1,200,SynLys,P,168,120,1249725689,102046305,-999,-999,6.1,-999
AT38,1,200,SynLys,P,192,120,1426925600,131687711,-999,-999,7,-999
AT38,1,200,SynLys,P,216,120,925636378,47972366,-999,-999,4.6,-999
AT38,1,200,SynLys,P,240,120,1052707367,134647355,-999,-999,5.2,-999
AT38,1,200,SynLys,P,360,120,-999,-999,55.6,0,-999,-999
AT38,1,200,SynLys,P,720,120,-999,-999,-999,-999,-999,-999
AT38,1,200,SynLys,P,912,120,-999,-999,56,0.7,-999,-999
AT38,1,200,SynLys,P,1656,120,-999,-999,55.7,0.4,-999,-999
AT38,2,10,Control,A,0,168,135348090,5226584,75.3,2.1,0.9,0.5
AT38,2,10,Control,A,24,168,249012507,26213405,-999,-999,1.6,1
AT38,2,10,Control,A,48,168,396601380,30940661,-999,-999,2.5,1.6
AT38,2,10,Control,A,72,168,404995060,43300858,-999,-999,2.6,1.6
AT38,2,10,Control,A,96,168,558412878,187450894,-999,-999,3.6,2.2
AT38,2,10,Control,A,120,168,730250160,70965813,-999,-999,4.7,2.9
AT38,2,10,Control,A,138,168,-999,-999,-999,-999,5.1,3.1
AT38,2,10,Control,A,144,168,823979587,59150433,-999,-999,5.3,3.2
AT38,2,10,Control,A,168,168,861751147,56035532,73.6,1.5,5.5,3.4
AT38,2,10,Control,A,192,168,1091178400,113054144,-999,-999,7,4.3
AT38,2,10,Control,A,216,168,1098173133,79600610,-999,-999,7,4.3
AT38,2,10,Control,A,240,168,1198430978,181670327,-999,-999,7.7,4.7
AT38,2,10,Control,A,264,168,1310346711,70205920,-999,-999,8.4,5.1
AT38,2,10,Control,A,360,168,-999,-999,71.8,0.1,-999,-999
AT38,2,10,Control,A,720,168,-999,-999,-999,-999,-999,-999
AT38,2,10,Control,A,888,168,-999,-999,70.6,0.2,-999,-999
AT38,2,10,Control,A,1632,168,-999,-999,70.1,1.7,-999,-999
AT38,2,10,Control,B,0,168,95827847,18000022,74.2,0.7,0.6,0.4
AT38,2,10,Control,B,24,168,139894667,17756767,-999,-999,0.9,0.6
AT38,2,10,Control,B,48,168,321757733,13595318,-999,-999,2.1,1.3
AT38,2,10,Control,B,72,168,463051347,40491659,-999,-999,3,1.9
AT38,2,10,Control,B,96,168,519708687,49903391,-999,-999,3.3,2.1
AT38,2,10,Control,B,120,168,765223827,77203043,-999,-999,4.9,3.1
AT38,2,10,Control,B,126,168,-999,-999,-999,-999,5,3.1
AT38,2,10,Control,B,144,168,801596440,55977293,-999,-999,5.1,3.2
AT38,2,10,Control,B,168,168,833772213,48996430,72.7,-999,5.4,3.3
AT38,2,10,Control,B,192,168,1135478378,143749118,-999,-999,7.3,4.5
AT38,2,10,Control,B,216,168,1130815222,128295643,-999,-999,7.3,4.5
AT38,2,10,Control,B,240,168,1387288778,128765592,-999,-999,8.9,5.5
AT38,2,10,Control,B,264,168,1172783622,120927771,-999,-999,7.5,4.7
AT38,2,10,Control,B,360,168,-999,-999,72.1,1.2,-999,-999
AT38,2,10,Control,B,720,168,-999,-999,-999,-999,-999,-999
AT38,2,10,Control,B,888,168,-999,-999,69.5,1.3,-999,-999
AT38,2,10,Control,B,1632,168,-999,-999,67.8,0.2,-999,-999
AT38,3,10,Control,A,0,120,186409643,17988693,69.5,0.8,0.9,0.3
AT38,3,10,Control,A,24,120,325255100,38488693,-999,-999,1.6,0.6
AT38,3,10,Control,A,48,120,397300853,40357180,-999,-999,2,0.7
AT38,3,10,Control,A,72,120,534397627,76566685,-999,-999,2.7,1
AT38,3,10,Control,A,96,120,674292293,50997101,-999,-999,3.4,1.2
AT38,3,10,Control,A,120,120,930299533,101601398,67.4,1.9,4.7,1.7
AT38,3,10,Control,A,121,120,-999,-999,-999,-999,4.7,1.7
AT38,3,10,Control,A,144,120,944289000,126875352,-999,-999,4.7,1.7
AT38,3,10,Control,A,168,120,1007241600,120301782,-999,-999,5,1.8
AT38,3,10,Control,A,192,120,1301020400,195938869,-999,-999,6.5,2.4
AT38,3,10,Control,A,216,120,1121955227,54700226,-999,-999,5.6,2.1
AT38,3,10,Control,A,240,120,1010039493,96201249,-999,-999,5.1,1.9
AT38,3,10,Control,A,336,120,-999,-999,66.5,0.9,-999,-999
AT38,3,10,Control,A,720,120,-999,-999,-999,-999,-999,-999
AT38,3,10,Control,A,840,120,-999,-999,64.4,0.8,-999,-999
AT38,3,10,Control,A,1584,120,-999,-999,64.1,0.1,-999,-999
AT38,3,10,Control,B,0,120,154933343,15204497,67.3,0.5,0.8,0.5
AT38,3,10,Control,B,24,120,391705067,35206052,-999,-999,2,1.4
AT38,3,10,Control,B,48,120,481237653,15038225,-999,-999,2.4,1.7
AT38,3,10,Control,B,55,120,-999,-999,-999,-999,2.7,1.9
AT38,3,10,Control,B,72,120,665898613,75824687,-999,-999,3.3,2.3
AT38,3,10,Control,B,96,120,734447000,54878823,-999,-999,3.7,2.6
AT38,3,10,Control,B,120,120,674292293,69729380,66.8,0.6,3.4,2.4
AT38,3,10,Control,B,144,120,693877547,59790311,-999,-999,3.5,2.4
AT38,3,10,Control,B,168,120,775016453,60152899,-999,-999,3.9,2.7
AT38,3,10,Control,B,192,120,744239627,67832486,-999,-999,3.7,2.6
AT38,3,10,Control,B,216,120,948485840,55489592,-999,-999,4.7,3.3
AT38,3,10,Control,B,240,120,903719547,77526276,-999,-999,4.5,3.2
AT38,3,10,Control,B,336,120,-999,-999,64.8,0,-999,-999
AT38,3,10,Control,B,720,120,-999,-999,-999,-999,-999,-999
AT38,3,10,Control,B,840,120,-999,-999,64.3,0.5,-999,-999
AT38,3,10,Control,B,1584,120,-999,-999,63.8,0.5,-999,-999
AT38,3,10,SynLys,C,0,120,222432520,13813492,72,1.8,1.1,0.6
AT38,3,10,SynLys,C,24,120,309866687,29316751,-999,-999,1.5,0.8
AT38,3,10,SynLys,C,48,120,495227120,33594144,-999,-999,2.5,1.3
AT38,3,10,SynLys,C,72,120,833772213,120918780,-999,-999,4.2,2.2
AT38,3,10,SynLys,C,91,120,-999,-999,-999,-999,4.6,2.5
AT38,3,10,SynLys,C,96,120,951283733,89697588,-999,-999,4.8,2.5
AT38,3,10,SynLys,C,120,120,1028225800,99801939,66.7,0.6,5.1,2.7
AT38,3,10,SynLys,C,144,120,1242730956,103719547,-999,-999,6.2,3.3
AT38,3,10,SynLys,C,168,120,1189104667,111005306,-999,-999,5.9,3.2
AT38,3,10,SynLys,C,192,120,888331133,87550668,-999,-999,4.4,2.4
AT38,3,10,SynLys,C,216,120,868745880,103738181,-999,-999,4.3,2.3
AT38,3,10,SynLys,C,240,120,913512173,68549973,-999,-999,4.6,2.4
AT38,3,10,SynLys,C,336,120,-999,-999,67,1.3,-999,-999
AT38,3,10,SynLys,C,720,120,-999,-999,-999,-999,-999,-999
AT38,3,10,SynLys,C,840,120,-999,-999,65.3,0.2,-999,-999
AT38,3,10,SynLys,C,1584,120,-999,-999,63.6,1.3,-999,-999
AT38,3,10,SynLys,D,0,120,155982553,11326765,70.3,1.5,0.8,0.4
AT38,3,10,SynLys,D,24,120,377016127,47032033,-999,-999,1.9,0.9
AT38,3,10,SynLys,D,48,120,405694533,52343791,-999,-999,2,1
AT38,3,10,SynLys,D,70,120,-999,-999,-999,-999,4.2,2.1
AT38,3,10,SynLys,D,72,120,872942720,74376966,-999,-999,4.4,2.2
AT38,3,10,SynLys,D,96,120,991503450,99962574,-999,-999,5,2.5
AT38,3,10,SynLys,D,120,120,862100883,97901976,67.8,0.3,4.3,2.2
AT38,3,10,SynLys,D,144,120,994651080,89077257,-999,-999,5,2.5
AT38,3,10,SynLys,D,168,120,765923300,46485604,-999,-999,3.8,1.9
AT38,3,10,SynLys,D,192,120,1019832120,89564155,-999,-999,5.1,2.5
AT38,3,10,SynLys,D,216,120,993252133,71636755,-999,-999,5,2.5
AT38,3,10,SynLys,D,240,120,826777480,61316506,-999,-999,4.1,2.1
AT38,3,10,SynLys,D,336,120,-999,-999,67,0.6,-999,-999
AT38,3,10,SynLys,D,720,120,-999,-999,-999,-999,-999,-999
AT38,3,10,SynLys,D,840,120,-999,-999,64.3,0.9,-999,-999
AT38,3,10,SynLys,D,1584,120,-999,-999,63.3,0.3,-999,-999
AT38,4,10,Control,A,0,168,196901743,19510862,67,0.2,1,0.4
AT38,4,10,Control,A,24,168,269297233,51321199,-999,-999,1.3,0.6
AT38,4,10,Control,A,48,168,367223500,54804478,-999,-999,1.8,0.8
AT38,4,10,Control,A,72,168,777814347,45307062,-999,-999,3.8,1.8
AT38,4,10,Control,A,101,168,-999,-999,-999,-999,3.7,1.7
AT38,4,10,Control,A,120,168,745638573,63614056,-999,-999,3.7,1.7
AT38,4,10,Control,A,144,168,761026987,74959410,-999,-999,3.7,1.7
AT38,4,10,Control,A,168,168,-999,-999,66,0.7,4.1,1.9
AT38,4,10,Control,A,192,168,913512173,73450251,-999,-999,4.5,2.1
AT38,4,10,Control,A,216,168,982760033,72710095,-999,-999,4.8,2.2
AT38,4,10,Control,A,240,168,968770567,130911396,-999,-999,4.8,2.2
AT38,4,10,Control,A,264,168,1102836289,96478373,-999,-999,5.4,2.5
AT38,4,10,Control,A,288,168,1102836289,96478373,66.4,0.1,5.4,2.5
AT38,4,10,Control,A,720,168,-999,-999,-999,-999,-999,-999
AT38,4,10,Control,A,792,168,-999,-999,63.9,1.1,-999,-999
AT38,4,10,Control,A,1536,168,-999,-999,62.7,0.6,-999,-999
AT38,4,10,Control,B,0,168,261603027,49372226,66.4,1.5,1.3,0.5
AT38,4,10,Control,B,24,168,295877220,24686113,-999,-999,1.5,0.6
AT38,4,10,Control,B,48,168,395901907,32675380,-999,-999,1.9,0.8
AT38,4,10,Control,B,72,168,628127053,46840928,-999,-999,3.1,1.3
AT38,4,10,Control,B,120,168,949884787,98358321,-999,-999,4.7,2
AT38,4,10,Control,B,127,168,-999,-999,-999,-999,4.6,2
AT38,4,10,Control,B,144,168,926102693,87438830,-999,-999,4.6,1.9
AT38,4,10,Control,B,168,168,-999,-999,65.6,0.5,4.6,1.9
AT38,4,10,Control,B,216,168,924703747,117683487,-999,-999,4.5,1.9
AT38,4,10,Control,B,240,168,1014236333,74098701,-999,-999,5,2.1
AT38,4,10,Control,B,264,168,1193767822,110350401,-999,-999,5.9,2.5
AT38,4,10,Control,B,288,168,1219415178,151920777,66,0.3,6,2.5
AT38,4,10,Control,B,720,168,-999,-999,-999,-999,-999,-999
AT38,4,10,Control,B,792,168,-999,-999,63.8,0.8,-999,-999
AT38,4,10,Control,B,1536,168,-999,-999,63.1,0.2,-999,-999
AT38,5,10,Control,A,0,168,384710333,35513535,70.6,0.5,1.2,0.7
AT38,5,10,Control,A,24,168,363026660,17275717,-999,-999,1.1,0.7
AT38,5,10,Control,A,48,168,318260367,40819262,-999,-999,1,0.6
AT38,5,10,Control,A,72,168,681287027,47118643,-999,-999,2.1,1.3
AT38,5,10,Control,A,96,168,761026987,127909940,-999,-999,2.3,1.5
AT38,5,10,Control,A,120,168,766622773,103601842,-999,-999,2.4,1.5
AT38,5,10,Control,A,135,168,-999,-999,-999,-999,2.3,1.5
AT38,5,10,Control,A,144,168,753682517,51775991,-999,-999,2.3,1.4
AT38,5,10,Control,A,168,168,848111417,82124015,-999,-999,2.6,1.6
AT38,5,10,Control,A,192,168,830624583,105968222,-999,-999,2.6,1.6
AT38,5,10,Control,A,264,168,-999,-999,68.6,0.5,-999,-999
AT38,5,10,Control,A,720,168,-999,-999,-999,-999,-999,-999
AT38,5,10,Control,A,744,168,-999,-999,67.1,0.3,-999,-999
AT38,5,10,Control,A,1488,168,-999,-999,64.6,1,-999,-999
AT38,5,10,Control,B,0,-999,386109280,33105120,69.8,0,1.2,0.5
AT38,5,10,Control,B,24,-999,341342987,28707773,-999,-999,1.1,0.5
