Cruise,Station,Type,Time_Stamp,Latitude,Longitude,Bottom_Z,CruiseCN,SCN,CampCN,Niskin,Cast_Type,Target_Z,Pressure,Density00,Density11,Sal11,SoundVel,SoundVel1,Oxygen_uM,Oxygen_V,Temperature,Temperature1,Conductivity,Conductivity1,BeamT,BeamAt,Fluorescence,Turbidity,UVP5,TOC,TOC_QF,TOC_sd,DOC,DOC_QF,DOC_sd,TDN,TDN_QF,TDN_sd,BactProd,BactProd_QF,BactProd_sd,BactAbund,BactAbund_QF,BactAbund_sd,TDAA,TDAA_QF,TDAA_sd,Asp,Glu,His,Ser,Arg,Thr,Gly,Tau,Bala,Tyr,Ala,GABA,Met,Val,Phe,Ile,Leu,Lys
AT39-6,1,B,2018-03-27T09:10,39.405,-43.417,-999,1,1,114,3,Biology,36,37.214,1026.5164,1026.5217,36.5406,1519.23,1519.24,5.0581,2.3459,18.3742,18.3745,4.809359,4.810212,97.8273,-999,1.0813,0.0528,5.441676,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T09:10,39.405,-43.417,-999,1,1,114,2,Biology,36,36.999,1026.5155,1026.5208,36.541,1519.23,1519.24,5.0564,2.3454,18.3757,18.3753,4.809571,4.810331,97.9502,-999,0.9755,0.0575,5.4815454,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T09:10,39.405,-43.417,-999,1,1,114,1,Biology,200,203.303,1027.3216,1027.3269,36.4516,1520.19,1520.2,4.8294,2.2068,17.7882,17.7896,4.745452,4.746445,100.6941,-999,-0.0104,0.0179,5.5014801,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T09:10,39.406,-43.445,4735,1,1,-999,-999,Microlayer,0.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,257.4798118,2,5.552304883,13.5,2,0.042140707,-999,9,-999,8.08,2,0.87,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,24,Biology,5,5.375,1026.3847,1026.3905,36.5399,1518.6,1518.61,5.0674,2.3554,18.34,18.3397,4.804205,4.805042,97.7149,-999,1.0377,0.0548,5.4915128,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,23,Biology,5,6.371,1026.3881,1026.3936,36.5393,1518.63,1518.64,5.0755,2.3582,18.3437,18.3428,4.80462,4.805347,97.818,-999,0.995,0.0554,5.4765617,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,22,Biology,5,5.91,1026.3883,1026.3934,36.5396,1518.6,1518.61,5.0727,2.3571,18.3368,18.3369,4.80396,4.804748,97.829,-999,0.9871,0.0645,5.5014801,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,21,Biology,5,5.721,1026.3826,1026.3885,36.5377,1518.63,1518.64,5.0715,2.357,18.346800000000002,18.3469,4.804639,4.805564,97.9326,-999,0.8862,0.0575,5.4665944,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,20,Biology,5,6.065,1026.385,1026.3907,36.5381,1518.63,1518.64,5.0657,2.3548,18.3472,18.3458,4.804847,4.805516,97.8372,-999,0.9229,0.0709,5.4815454,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,19,Biology,5,6.626,1026.3878,1026.3936,36.5384,1518.64,1518.64,5.06,2.3526,18.3462,18.3446,4.804779,4.80544,97.8912,-999,0.9742,0.07,5.5114475,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,18,Biology,5,6.742,1026.389,1026.3943,36.5384,1518.64,1518.64,5.0678,2.3553,18.3441,18.344,4.804592,4.805382,97.829,-999,1.0238,0.0545,5.4915128,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,17,Biology,5,6.276,1026.3864,1026.3914,36.5376,1518.63,1518.64,5.0676,2.3554,18.3446,18.3447,4.804558,4.805345,97.8356,-999,1.072,0.0845,5.4815454,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,16,Biology,5,5.824,1026.3843,1026.3896,36.5376,1518.62,1518.63,5.0701,2.3564,18.3443,18.3443,4.804485,4.805289,97.71,-999,2.4886,0.0691,5.5014801,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,15,Biology,5,6.026,1026.3849,1026.3901,36.5375,1518.63,1518.64,5.0634,2.3539,18.3455,18.3455,4.804604,4.805404,97.7827,-999,0.9536,0.0595,5.4665944,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,14,Biology,5,5.952,1026.3856,1026.391,36.5379,1518.62,1518.63,5.073,2.3574,18.342,18.3418,4.804267,4.805062,97.7155,-999,1.0084,0.0519,5.4865291,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,13,Biology,13,13.034,1026.4151,1026.4205,36.5364,1518.74,1518.75,5.0697,2.3546,18.3438,18.3434,4.804623,4.805381,97.7728,-999,0.8703,0.0514,5.4665944,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,12,Biology,13,12.985,1026.4147,1026.4203,36.5367,1518.74,1518.75,5.0761,2.357,18.3447,18.3441,4.80471,4.805473,97.8962,-999,0.9629,0.0518,5.456627,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,11,Biology,13,12.431,1026.4125,1026.417,36.5365,1518.73,1518.75,5.0795,2.3583,18.3444,18.347,4.804685,4.805734,97.5634,-999,0.9418,0.0549,5.5014801,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,10,Biology,13,12.767,1026.4129,1026.4184,36.5367,1518.75,1518.75,5.0702,2.355,18.3481,18.3479,4.805067,4.805867,97.7127,-999,1.1205,0.0624,5.4815454,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,9,Biology,13,13.076,1026.4143,1026.4196,36.5366,1518.75,1518.76,5.0705,2.355,18.3484,18.3483,4.805123,4.805921,97.7469,-999,0.9794,0.056,5.4815454,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,8,Biology,13,13.028,1026.4143,1026.4196,36.5364,1518.75,1518.76,5.0727,2.3558,18.3471,18.346800000000002,4.804964,4.805723,97.5325,-999,0.9994,0.0514,5.4865291,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,7,Biology,36,36.977,1026.518,1026.5229,36.535,1519.15,1519.16,5.064,2.3472,18.3488,18.3488,4.80611,4.806867,97.9645,-999,0.9166,0.048,5.4665944,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,6,Biology,36,37.072,1026.5184,1026.5238,36.5353,1519.15,1519.16,5.068,2.3486,18.3485,18.3474,4.806084,4.806755,97.7882,-999,1.0961,0.0524,5.4665944,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,5,Biology,36,37.163,1026.519,1026.5244,36.5351,1519.15,1519.15,5.0695,2.3491,18.3465,18.3462,4.805831,4.806614,97.6135,-999,0.9681,0.0525,5.4765617,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,4,Biology,36,36.58,1026.5165,1026.522,36.5347,1519.13,1519.14,5.0659,2.3478,18.345,18.3446,4.805596,4.806377,97.8064,-999,2.5906,0.0729,5.5014801,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,3,Biology,36,37.044,1026.5194,1026.5246,36.5341,1519.13,1519.13,5.0621,2.3462,18.3404,18.3403,4.805086,4.805874,97.829,-999,1.0767,0.058,5.4865291,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,2,Biology,36,36.551,1026.5168,1026.5222,36.5347,1519.12,1519.13,5.0557,2.344,18.3425,18.343,4.8053,4.806194,97.8301,-999,0.9429,0.059,5.4466597,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T06:10,39.4,-43.433,-999,2,2,115,1,Biology,200,203.554,1027.3256,1027.3309,36.4551,1520.2,1520.21,4.8658,2.2196,17.789,17.7889,4.746005,4.746797,100.5442,-999,0.0255,0.0229,5.4865291,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T09:10,39.406,-43.445,4735,3,3,116,24,Deep,5,5.635,1026.3856,1026.3909,36.5432,1518.65,1518.66,5.0387,2.3453,18.3528,18.3528,4.806011,4.806811,98.4416,-999,0.7636,0.0529,5.5114475,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T09:10,39.406,-43.445,4735,3,3,116,23,Deep,5,6.042,1026.387,1026.3925,36.5432,1518.66,1518.67,5.035,2.3439,18.3537,18.3536,4.806096,4.806922,98.4113,-999,0.7897,0.053,5.5064638,-999,9,-999,63,2,1.2,5.2,2,0.1,9.02,3,16.4,6.1,2,0.65,242.36,2,17.27,18.7,24.42,0,38.49,0,8.61,77.72,0,9.03,0.79,43.16,0,0,13.19,0.57,3.16,1.28,3.26
AT39-6,1,B,2018-03-27T09:10,39.406,-43.445,4735,3,3,116,22,Deep,5,6.261,1026.3877,1026.3933,36.543,1518.66,1518.67,5.0339,2.3434,18.3537,18.3536,4.806065,4.806906,98.359,-999,0.796,0.0538,5.4915128,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T09:10,39.406,-43.445,4735,3,3,116,21,Deep,10,10.8,1026.408,1026.4134,36.5432,1518.74,1518.75,5.035,2.3428,18.3534,18.3534,4.806284,4.807116,98.2907,-999,0.7609,0.0508,5.4964965,-999,9,-999,57,2,0.8,5.3,2,0.4,7.2,3,4.05,6.58,2,0.52,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T09:10,39.406,-43.445,4735,3,3,116,20,Deep,10,11.411,1026.411,1026.4164,36.5433,1518.75,1518.75,5.0335,2.3421,18.3526,18.3522,4.806251,4.807034,98.3424,-999,0.7793,0.0467,5.4964965,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T09:10,39.406,-43.445,4735,3,3,116,19,Deep,25,25.393,1026.4705,1026.4759,36.5431,1518.99,1519,5.0416,2.3421,18.3585,18.3584,4.807479,4.808289,98.3639,-999,0.8324,0.0477,5.4715781,-999,9,-999,57.1,2,1.1,5.5,2,0.4,11.16,3,5.81,6.85,2,0.67,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AT39-6,1,B,2018-03-27T09:10,39.406,-43.445,4735,3,3,116,18,Deep,25,25.889,1026.4737,1026.4789,36.5432,1518.99,1519,5.0366,2.34,18.355,18.3555,4.807154,4.808021,98.2951,-999,0.8302,0.052,5.5164312,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
